0,1,2,3,4,5,6,7,8,9,10
cat food,whipped/sour cream,whole milk,,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
other vegetables,napkins,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
whole milk,root vegetables,,,,,,,,,
ham,brown bread,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,yogurt,,,,,,,,,
root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
citrus fruit,pork,,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
yogurt,bottled beer,,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
onions,coffee,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
soda,grapes,,,,,,,,,
soda,other vegetables,,,,,,,,,
coffee,beef,dishes,brown bread,pastry,,,,,,
candy,spread cheese,,,,,,,,,
white bread,flour,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
domestic eggs,dessert,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
citrus fruit,citrus fruit,other vegetables,whole milk,,,,,,,
meat,other vegetables,canned beer,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
canned beer,brown bread,,,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
pastry,beverages,,,,,,,,,
sausage,hamburger meat,white bread,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
napkins,dishes,,,,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
other vegetables,yogurt,brown bread,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,soda,,,,,,,,,
chicken,soda,canned fish,,,,,,,,
beverages,bottled water,,,,,,,,,
meat,butter,,,,,,,,,
hard cheese,bottled water,specialty fat,,,,,,,,
soda,UHT-milk,dessert,napkins,,,,,,,
pork,long life bakery product,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
butter,whole milk,,,,,,,,,
butter,chewing gum,,,,,,,,,
frankfurter,soda,napkins,,,,,,,,
whole milk,candy,,,,,,,,,
canned beer,potato products,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
pastry,detergent,rice,,,,,,,,
chocolate,soda,,,,,,,,,
chicken,yogurt,,,,,,,,,
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
onions,citrus fruit,frozen vegetables,coffee,,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
pork,tropical fruit,,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
seasonal products,salt,,,,,,,,,
pork,brown bread,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
newspapers,root vegetables,,,,,,,,,
whole milk,nuts/prunes,,,,,,,,,
soda,margarine,soda,,,,,,,,
pork,bottled water,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
whole milk,onions,,,,,,,,,
frankfurter,tropical fruit,frozen meals,soda,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
margarine,canned vegetables,,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,,,
cat food,tropical fruit,whipped/sour cream,,,,,,,,
frankfurter,mustard,,,,,,,,,
sauces,frozen meals,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,oil,whole milk,,,,,,,,
organic sausage,specialty chocolate,,,,,,,,,
whole milk,coffee,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
other vegetables,pip fruit,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
pork,other vegetables,,,,,,,,,
meat spreads,sliced cheese,,,,,,,,,
hygiene articles,whole milk,,,,,,,,,
ham,tidbits,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
whole milk,candy,,,,,,,,,
bottled beer,cream cheese ,chocolate,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
beef,house keeping products,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
hard cheese,root vegetables,white bread,,,,,,,,
curd,bottled beer,hamburger meat,sweet spreads,,,,,,,
chicken,brown bread,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
whole milk,tropical fruit,margarine,,,,,,,,
frozen dessert,specialty chocolate,,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
onions,pork,,,,,,,,,
whole milk,soda,,,,,,,,,
pet care,brown bread,,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,processed cheese,pastry,,,,,,,,
red/blush wine,bottled water,sweet spreads,,,,,,,,
other vegetables,soda,,,,,,,,,
ham,pastry,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
whole milk,ice cream,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
pip fruit,napkins,,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
waffles,whole milk,,,,,,,,,
whole milk,onions,cream cheese ,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,candy,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,meat,,,,,,,,,
chicken,herbs,soda,,,,,,,,
tropical fruit,waffles,,,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
citrus fruit,white wine,,,,,,,,,
soft cheese,specialty cheese,,,,,,,,,
berries,pip fruit,,,,,,,,,
tropical fruit,other vegetables,soft cheese,,,,,,,,
citrus fruit,butter,,,,,,,,,
sausage,chocolate,,,,,,,,,
frozen fish,sausage,other vegetables,canned beer,yogurt,shopping bags,beverages,chewing gum,canned beer,,
root vegetables,coffee,napkins,,,,,,,,
whole milk,butter,,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
other vegetables,vinegar,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
frankfurter,pastry,,,,,,,,,
white bread,newspapers,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
citrus fruit,meat,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
white wine,newspapers,dog food,,,,,,,,
chicken,tropical fruit,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
soda,red/blush wine,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
whole milk,canned beer,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
sausage,dish cleaner,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
rolls/buns,yogurt,,,,,,,,,
yogurt,margarine,yogurt,soft cheese,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
rolls/buns,detergent,,,,,,,,,
sausage,pasta,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,sugar,,,,,,,,,
yogurt,curd,,,,,,,,,
pastry,hygiene articles,,,,,,,,,
photo/film,bottled water,,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
ham,salt,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
pork,cat food,,,,,,,,,
vinegar,rolls/buns,,,,,,,,,
sausage,berries,,,,,,,,,
tidbits,berries,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
rolls/buns,house keeping products,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
beef,chocolate,,,,,,,,,
chicken,pastry,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
sausage,canned beer,,,,,,,,,
white wine,whole milk,,,,,,,,,
whole milk,frozen vegetables,soda,,,,,,,,
white bread,UHT-milk,,,,,,,,,
whole milk,tropical fruit,cat food,,,,,,,,
tropical fruit,tropical fruit,mayonnaise,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pip fruit,berries,white wine,other vegetables,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
soda,whole milk,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
white bread,citrus fruit,sugar,,,,,,,,
pork,butter,,,,,,,,,
curd,whole milk,,,,,,,,,
dessert,beverages,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
tropical fruit,canned vegetables,,,,,,,,,
mayonnaise,instant coffee,,,,,,,,,
berries,whole milk,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
curd,UHT-milk,,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
make up remover,shopping bags,,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
other vegetables,pot plants,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
pork,bottled water,,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
meat,white bread,,,,,,,,,
brown bread,whole milk,,,,,,,,,
beverages,rice,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
pork,ice cream,,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
sausage,cake bar,,,,,,,,,
tropical fruit,pork,coffee,canned beer,shopping bags,chocolate,,,,,
specialty bar,soda,,,,,,,,,
rolls/buns,domestic eggs,ice cream,pot plants,,,,,,,
bottled beer,soda,,,,,,,,,
chicken,red/blush wine,,,,,,,,,
butter,whole milk,,,,,,,,,
other vegetables,tropical fruit,white bread,specialty chocolate,pot plants,shopping bags,,,,,
specialty fat,red/blush wine,,,,,,,,,
root vegetables,soda,,,,,,,,,
female sanitary products,salt,,,,,,,,,
chicken,chocolate,,,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
salty snack,shopping bags,,,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
ice cream,fruit/vegetable juice,cereals,,,,,,,,
frankfurter,whole milk,fruit/vegetable juice,pasta,,,,,,,
beverages,shopping bags,,,,,,,,,
turkey,yogurt,,,,,,,,,
berries,pasta,soda,canned vegetables,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
brown bread,yogurt,,,,,,,,,
ham,frankfurter,bottled water,shopping bags,specialty cheese,,,,,,
whole milk,cat food,,,,,,,,,
other vegetables,rice,specialty fat,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
bottled water,frozen dessert,root vegetables,,,,,,,,
sausage,bottled water,,,,,,,,,
canned beer,cake bar,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
berries,canned fish,,,,,,,,,
yogurt,butter,cling film/bags,fruit/vegetable juice,,,,,,,
pastry,misc. beverages,,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
coffee,berries,,,,,,,,,
chicken,whole milk,,,,,,,,,
frankfurter,coffee,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
bottled beer,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
soda,frozen vegetables,cream cheese ,,,,,,,,
canned beer,grapes,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
soda,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
soda,detergent,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
roll products ,margarine,,,,,,,,,
pork,long life bakery product,,,,,,,,,
beef,brown bread,,,,,,,,,
whole milk,cat food,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
coffee,soda,,,,,,,,,
house keeping products,rolls/buns,mayonnaise,,,,,,,,
white bread,dog food,potato products,,,,,,,,
pork,cereals,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chicken,chicken,salt,,,,,,,,
finished products,other vegetables,,,,,,,,,
other vegetables,spices,,,,,,,,,
sausage,house keeping products,,,,,,,,,
berries,sliced cheese,,,,,,,,,
chocolate,whipped/sour cream,rolls/buns,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
jam,margarine,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
citrus fruit,pot plants,,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
other vegetables,butter,,,,,,,,,
frankfurter,dessert,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
chicken,whole milk,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
ham,pastry,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
ham,root vegetables,margarine,whipped/sour cream,,,,,,,
other vegetables,sugar,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pork,canned beer,,,,,,,,,
pork,root vegetables,,,,,,,,,
other vegetables,detergent,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
soft cheese,hard cheese,,,,,,,,,
butter,waffles,,,,,,,,,
chicken,flour,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
salt,seasonal products,,,,,,,,,
beef,whole milk,,,,,,,,,
yogurt,yogurt,,,,,,,,,
pip fruit,butter milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,margarine,long life bakery product,coffee,,,,,,,
whole milk,bottled water,,,,,,,,,
beef,other vegetables,,,,,,,,,
soda,pork,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pastry,red/blush wine,pickled vegetables,,,,,,,,
misc. beverages,oil,,,,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
whole milk,UHT-milk,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
brown bread,rolls/buns,,,,,,,,,
bottled water,onions,,,,,,,,,
sliced cheese,soda,,,,,,,,,
whole milk,rolls/buns,herbs,beverages,soda,,,,,,
chocolate,dessert,flour,,,,,,,,
whipped/sour cream,UHT-milk,fruit/vegetable juice,,,,,,,,
cream,newspapers,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
other vegetables,margarine,,,,,,,,,
butter,potato products,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
chicken,canned beer,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
pastry,coffee,,,,,,,,,
beef,white wine,pip fruit,,,,,,,,
napkins,coffee,,,,,,,,,
sausage,white wine,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
root vegetables,soda,,,,,,,,,
frankfurter,meat,roll products ,pip fruit,,,,,,,
zwieback,white bread,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
newspapers,salty snack,pastry,,,,,,,,
chicken,whole milk,,,,,,,,,
coffee,margarine,,,,,,,,,
misc. beverages,whipped/sour cream,,,,,,,,,
chicken,salt,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
meat,onions,whole milk,whole milk,,,,,,,
mayonnaise,brown bread,,,,,,,,,
canned beer,rolls/buns,other vegetables,brown bread,butter milk,whole milk,,,,,
newspapers,tropical fruit,,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
frankfurter,sausage,,,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
brown bread,beef,bottled beer,specialty fat,,,,,,,
other vegetables,other vegetables,dishes,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
fruit/vegetable juice,salt,,,,,,,,,
soda,cream cheese ,,,,,,,,,
sausage,salty snack,,,,,,,,,
citrus fruit,mustard,,,,,,,,,
beverages,yogurt,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
ham,red/blush wine,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,bottled beer,misc. beverages,salt,,,,,,,
herbs,sugar,,,,,,,,,
whole milk,margarine,soda,softener,,,,,,,
beverages,domestic eggs,,,,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,canned beer,dish cleaner,,,,,,,,
soda,soda,oil,,,,,,,,
grapes,misc. beverages,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
yogurt,pip fruit,,,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
chewing gum,newspapers,candy,,,,,,,,
newspapers,salty snack,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
other vegetables,margarine,,,,,,,,,
dessert,white bread,salty snack,cat food,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
sausage,pastry,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
herbs,newspapers,newspapers,rolls/buns,,,,,,,
dessert,dental care,waffles,,,,,,,,
chocolate,coffee,,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
citrus fruit,hard cheese,butter,soft cheese,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
whole milk,pastry,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
pip fruit,canned beer,pork,white bread,,,,,,,
frozen vegetables,dessert,,,,,,,,,
beverages,soda,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
rolls/buns,chocolate,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
citrus fruit,pot plants,newspapers,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
pip fruit,other vegetables,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
male cosmetics,oil,,,,,,,,,
citrus fruit,beef,,,,,,,,,
canned fruit,whipped/sour cream,,,,,,,,,
root vegetables,onions,,,,,,,,,
pip fruit,white bread,sliced cheese,,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
dish cleaner,whole milk,canned fish,,,,,,,,
frozen dessert,soda,,,,,,,,,
bottled beer,tropical fruit,sliced cheese,dishes,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
rolls/buns,pastry,,,,,,,,,
frozen vegetables,pasta,,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
bottled water,whole milk,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
ice cream,photo/film,flour,,,,,,,,
soda,pip fruit,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
ham,bottled beer,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
hamburger meat,pip fruit,rolls/buns,dishes,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
brown bread,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
